metric,m0,m1,diff_m1_minus_m0,ci_low,ci_high,m0_ci_low,m0_ci_high,m1_ci_low,m1_ci_high,n_m0,n_m1,direction
seed_strict_fraction_of_final,0.8476875376513743,0.8167822112866419,-0.03090532636473242,-0.0405360924091564,-0.020738017459001713,0.8388499546270598,0.8563473409108323,0.8082067883256195,0.8255082492827098,5398,6728,DOWN
seed_relaxed_fraction_of_final,0.8572242064331382,0.83999750005177,-0.01722670638136825,-0.023565105521239273,-0.010833964757085068,0.8512149511039434,0.863190081321693,0.8340917849935762,0.8458181885292637,6375,7930,DOWN
no_new_relaxed_after_seed_rate,0.4195509822263798,0.40080110151458254,-0.018749880711797284,-0.03581700269813944,-0.0025110262367490127,0.40307040180205833,0.4370927046283013,0.3857499081111388,0.4161186260298053,6414,7989,DOWN
seed_after_last_new_relaxed_rate,0.416,0.39634300126103406,-0.019656998738965925,-0.03642854306557721,-0.0034290385866692957,0.3998446374007073,0.43322491506549443,0.38154869603203,0.4113299107506913,6375,7930,DOWN
seed_ge_1g_rate,0.41908325537885877,0.5149580673425961,0.09587481196373732,0.08068107549454315,0.11038643202679571,0.39822528721837525,0.44052661501276846,0.4953964499332121,0.5352012723138652,6414,7989,UP
seed_ge_1_25g_rate,0.2165575304022451,0.33183126799349105,0.11527373759124596,0.10184448319307181,0.12906033013811932,0.1994708108764395,0.23428380694613524,0.3134715913426492,0.35108909203311156,6414,7989,UP
semantic_capture_rate,0.05515370705244123,0.32301084990958406,0.26785714285714285,0.2510171790235082,0.2846971066907776,0.047807414104882456,0.0628390596745027,0.3044727622061483,0.341998191681736,8848,8848,UP
capture_later_than_first_rate,0.8627049180327869,0.92407277816655,0.06136786013376305,0.029888862618793893,0.09502848114608456,0.8299157798639626,0.8929294010771527,0.9137743167250937,0.9339403978799237,488,2858,UP
capture_seed_ordinal_mean,9.987704918032787,12.777466759972008,2.789761841939221,1.518450120184702,4.008097004682991,8.798197823989709,11.317724834178694,12.156445297714539,13.42450906795847,488,2858,UP
capture_progress,1.300355125624344,1.952746683121662,0.652391557497318,0.5475653646090984,0.7577029423600401,1.2128804712057186,1.402559699273853,1.8623024950052491,2.053102276419034,488,2858,UP
capture_relaxed_coverage,0.23281239419735045,0.2732798561105236,0.04046746191317313,0.020858758544263632,0.05957931114358738,0.21126613525094376,0.25598081853160426,0.26236793679086273,0.2849190879526349,488,2858,UP
capture_relaxed_fraction_of_final,0.9949528063899881,0.9920679692363125,-0.0028848371536756012,-0.006971589631594072,0.001872331055240455,0.9903679771691011,0.9984743624237273,0.9898355093013563,0.9940401006420463,480,2822,UNRESOLVED
no_new_relaxed_after_capture_rate,0.9795081967213115,0.9695591322603219,-0.009949064460989643,-0.022940134646222528,0.004539343931029892,0.9661731628224896,0.9910117398095429,0.9630931458699473,0.9758374528312989,488,2858,UNRESOLVED
capture_after_last_new_relaxed_rate,0.9791666666666666,0.9691708008504607,-0.009995865816205929,-0.023193378015007256,0.004735979796654008,0.9656565656565657,0.990764552397921,0.9626233316646423,0.9755397416042713,480,2822,UNRESOLVED
capture_seed_ge_1g_rate,0.6229508196721312,0.863890832750175,0.2409400130780438,0.18393190218609762,0.2965078253076717,0.564414632283685,0.6837425627563877,0.8458316932919756,0.882433040612091,488,2858,UP
stable_orbit_rate,0.00599005424954792,0.07041139240506329,0.06442133815551537,0.05763731916817359,0.07154159132007233,0.00406871609403255,0.008024412296564195,0.06340415913200724,0.07753164556962025,8848,8848,UP
legacy_capture_later_than_first_rate,0.8653846153846154,0.9517684887459807,0.08638387336136533,-0.005876581618940402,0.20297888835877856,0.75,0.9583333333333334,0.933933933933934,0.9678913784991766,52,622,UNRESOLVED
legacy_capture_seed_ordinal_mean,6.346153846153846,10.115755627009646,3.7696017808558,1.8378040982940151,5.626992413128529,4.659077050997783,8.15691844919786,9.337208117554168,10.934416488499602,52,622,UP
legacy_capture_seed_ge_1g_rate,0.46153846153846156,0.8392282958199357,0.3776898342814742,0.20881002877093574,0.5253497688329148,0.3148148148148148,0.6304347826086957,0.8049497213622291,0.8734855276001513,52,622,UP
legacy_capture_after_last_new_relaxed_rate,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,51,613,UNRESOLVED
frozen_seed_equals_normalized_first_rate,0.9996882307092751,0.9997496871088861,6.145639961097071e-05,-0.0004936261977159795,0.0006434515643946897,0.9992164206875919,1.0,0.9993707525799144,1.0,6415,7990,UNRESOLVED
